Province_State,Country_Region,Last_Update,Total_Confirmed_Cases,Deaths,Recovered,Active_Cases,Incidence_Rate,Case-Fatality_Ratio
Balochistan,Pakistan,7/9/2020,11052,124,6658,4270,89.53041734,1.121968874
Gilgit-Baltistan,Pakistan,7/9/2020,1605,31,1272,302,158.3489874,1.931464174
Islamabad,Pakistan,7/9/2020,13731,142,9939,3650,684.3013856,1.034156289
Khyber Pakhtunkhwa,Pakistan,7/9/2020,29052,1054,18791,9207,95.17952653,3.62797742
Punjab,Pakistan,7/9/2020,84587,1955,51450,31182,76.88857593,2.311229858
Sindh,Pakistan,7/9/2020,99362,1637,56373,41352,207.496751,1.647511121
Azad Jammu and Kashmir,Pakistan,7/10/2020,1485,41,860,584,36.70866863,2.760942761
Balochistan,Pakistan,7/10/2020,11099,125,6931,4043,89.91115653,1.126227588
Gilgit-Baltistan,Pakistan,7/10/2020,1619,34,1290,295,159.7302246,2.100061767
Islamabad,Pakistan,7/10/2020,13829,146,10240,3443,689.185337,1.055752404
Khyber Pakhtunkhwa,Pakistan,7/10/2020,29406,1063,19503,8840,96.33929359,3.614908522
Punjab,Pakistan,7/10/2020,85261,1972,52641,30648,77.50123391,2.312898042
Sindh,Pakistan,7/10/2020,100900,1677,57627,41596,210.7085422,1.662041625
Azad Jammu and Kashmir,Pakistan,7/11/2020,1532,42,894,596,37.87049182,2.74151436
Balochistan,Pakistan,7/11/2020,11128,126,7224,3778,90.14608072,1.132278936
Gilgit-Baltistan,Pakistan,7/11/2020,1630,36,1303,291,160.8154825,2.208588957
Islamabad,Pakistan,7/11/2020,13927,147,10441,3339,694.0692883,1.055503698
Khyber Pakhtunkhwa,Pakistan,7/11/2020,29775,1074,20271,8430,97.54820331,3.607052897
Punjab,Pakistan,7/11/2020,85991,1985,53836,30170,78.16479521,2.30838111
Sindh,Pakistan,7/11/2020,102368,1713,59165,41490,213.7741531,1.673374492
Azad Jammu and Kashmir,Pakistan,7/12/2020,1564,43,942,579,38.66152037,2.749360614
Balochistan,Pakistan,7/12/2020,11157,126,7421,3610,90.38100491,1.129335843
Gilgit-Baltistan,Pakistan,7/12/2020,1658,36,1316,306,163.577957,2.171290712
Islamabad,Pakistan,7/12/2020,14023,152,10645,3226,698.8535672,1.083933538
Khyber Pakhtunkhwa,Pakistan,7/12/2020,30078,1087,20762,8229,98.54088528,3.613937097
Punjab,Pakistan,7/12/2020,86556,2006,55175,29375,78.67837349,2.317574749
Sindh,Pakistan,7/12/2020,103836,1747,60439,41650,216.839764,1.682460804
Azad Jammu and Kashmir,Pakistan,7/13/2020,1599,44,978,577,39.52670784,2.751719825
Balochistan,Pakistan,7/13/2020,11185,126,7598,3461,90.60782826,1.126508717
Gilgit-Baltistan,Pakistan,7/13/2020,1671,36,1319,316,164.8605345,2.154398564
Islamabad,Pakistan,7/13/2020,14108,153,10883,3072,703.0896474,1.084491069
Khyber Pakhtunkhwa,Pakistan,7/13/2020,30486,1099,21158,8229,99.87756595,3.604933412
Punjab,Pakistan,7/13/2020,87043,2013,58023,27007,79.12105069,2.31265007
Sindh,Pakistan,7/13/2020,105533,1795,61958,41780,220.3835935,1.700889769
Azad Jammu and Kashmir,Pakistan,7/14/2020,1655,45,1029,581,40.9110078,2.719033233
Balochistan,Pakistan,7/14/2020,11192,126,7812,3254,90.6645341,1.125804146
Gilgit-Baltistan,Pakistan,7/14/2020,1694,36,1370,288,167.12971,2.12514758
Islamabad,Pakistan,7/14/2020,14202,155,11327,2720,707.7742538,1.091395578
Khyber Pakhtunkhwa,Pakistan,7/14/2020,30747,1106,21312,8329,100.7326484,3.597098904
Punjab,Pakistan,7/14/2020,87492,2026,63977,21489,79.52918634,2.315640287
Sindh,Pakistan,7/14/2020,106622,1826,63829,40967,222.6577422,1.712592148
Azad Jammu and Kashmir,Pakistan,7/15/2020,1688,46,1049,593,41.726756,2.725118483
Balochistan,Pakistan,7/15/2020,11239,127,7883,3229,91.04527329,1.129993772
Gilgit-Baltistan,Pakistan,7/15/2020,1708,38,1376,294,168.5109473,2.224824356
Islamabad,Pakistan,7/15/2020,14315,155,11327,2833,713.4057487,1.0827803
Khyber Pakhtunkhwa,Pakistan,7/15/2020,31001,1114,21607,8280,101.5647977,3.59343247
Punjab,Pakistan,7/15/2020,88045,2043,64148,21854,80.03185676,2.320404339
Sindh,Pakistan,7/15/2020,107773,1863,65420,40490,225.0613649,1.728633331
Azad Jammu and Kashmir,Pakistan,7/16/2020,1771,46,1061,664,43.7784863,2.597402597
Balochistan,Pakistan,7/16/2020,11322,127,8002,3193,91.71764251,1.121709945
Gilgit-Baltistan,Pakistan,7/16/2020,1750,38,1389,323,172.6546591,2.171428571
Islamabad,Pakistan,7/16/2020,14402,156,11486,2760,717.7415014,1.083182891
Khyber Pakhtunkhwa,Pakistan,7/16/2020,31217,1120,22260,7837,102.2724521,3.587788705
Punjab,Pakistan,7/16/2020,88539,2051,64247,22241,80.48089688,2.316493297
Sindh,Pakistan,7/16/2020,108913,1888,70292,36733,227.4420165,1.733493706
Azad Jammu and Kashmir,Pakistan,7/17/2020,1771,46,1061,664,43.7784863,2.597402597
Balochistan,Pakistan,7/17/2020,11322,127,8002,3193,91.71764251,1.121709945
Gilgit-Baltistan,Pakistan,7/17/2020,1750,38,1389,323,172.6546591,2.171428571
Islamabad,Pakistan,7/17/2020,14402,156,11486,2760,717.7415014,1.083182891
Khyber Pakhtunkhwa,Pakistan,7/17/2020,31217,1120,22260,7837,102.2724521,3.587788705
Punjab,Pakistan,7/17/2020,88539,2051,64247,22241,80.48089688,2.316493297
Sindh,Pakistan,7/17/2020,108913,1888,70292,36733,227.4420165,1.733493706
Azad Jammu and Kashmir,Pakistan,7/18/2020,1840,46,1094,700,45.48414161,2.5
Balochistan,Pakistan,7/18/2020,11405,131,8313,2961,92.39001174,1.148619027
Gilgit-Baltistan,Pakistan,7/18/2020,1796,39,1409,348,177.1930102,2.171492205
Islamabad,Pakistan,7/18/2020,14504,157,11708,2639,722.8247977,1.082460011
Khyber Pakhtunkhwa,Pakistan,7/18/2020,31669,1130,22873,7666,103.7532847,3.568158136
Punjab,Pakistan,7/18/2020,89465,2067,65009,22389,81.32261985,2.310400715
Sindh,Pakistan,7/18/2020,111238,1952,88103,21183,232.2972926,1.754796023
Azad Jammu and Kashmir,Pakistan,7/19/2020,1888,47,1174,667,46.67068443,2.48940678
Balochistan,Pakistan,7/19/2020,11424,131,8399,2894,92.54392758,1.146708683
Gilgit-Baltistan,Pakistan,7/19/2020,1807,41,1460,306,178.278268,2.268954068
Islamabad,Pakistan,7/19/2020,14576,157,11836,2583,726.4130069,1.077113063
Khyber Pakhtunkhwa,Pakistan,7/19/2020,31890,1139,24588,6163,104.47732,3.571652556
Punjab,Pakistan,7/19/2020,89793,2079,65436,22278,81.62076795,2.315325248
Sindh,Pakistan,7/19/2020,112118,1974,91383,18761,234.1349885,1.760645035
Azad Jammu and Kashmir,Pakistan,7/20/2020,1915,47,1201,667,47.33811477,2.454308094
Balochistan,Pakistan,7/20/2020,11436,132,8688,2616,92.64113759,1.154249738
Gilgit-Baltistan,Pakistan,7/20/2020,1849,43,1472,334,182.4219798,2.325581395
Islamabad,Pakistan,7/20/2020,14599,159,11836,2604,727.5592403,1.089115693
Khyber Pakhtunkhwa,Pakistan,7/20/2020,32086,1142,25006,5938,105.1194509,3.559184691
Punjab,Pakistan,7/20/2020,90191,2083,65689,22419,81.98254521,2.309543081
Sindh,Pakistan,7/20/2020,113007,1993,92037,18977,235.991479,1.763607564
Azad Jammu and Kashmir,Pakistan,7/21/2020,1922,47,1254,621,47.51115227,2.445369407
Balochistan,Pakistan,7/21/2020,11441,133,9061,2247,92.68164176,1.162485797
Gilgit-Baltistan,Pakistan,7/21/2020,1868,43,1481,344,184.2965161,2.301927195
Islamabad,Pakistan,7/21/2020,14625,160,11912,2553,728.8549825,1.094017094
Khyber Pakhtunkhwa,Pakistan,7/21/2020,32243,1147,25367,5729,105.6338109,3.557361288
Punjab,Pakistan,7/21/2020,90444,2090,66021,22333,82.2125192,2.310822166
Sindh,Pakistan,7/21/2020,113553,2019,92934,18600,237.1316858,1.778024359
Azad Jammu and Kashmir,Pakistan,7/22/2020,1937,47,1275,615,47.8819469,2.426432628
Balochistan,Pakistan,7/22/2020,11469,135,9381,1953,92.90846511,1.177086058
Gilgit-Baltistan,Pakistan,7/22/2020,1878,45,1485,348,185.2831142,2.396166134
Islamabad,Pakistan,7/22/2020,14701,161,12023,2517,732.6425366,1.095163594
Khyber Pakhtunkhwa,Pakistan,7/22/2020,32523,1153,25582,5788,106.5511408,3.545183409
Punjab,Pakistan,7/22/2020,90816,2095,66425,22296,82.55066277,2.306862227
Sindh,Pakistan,7/22/2020,114104,2041,94297,17766,238.282334,1.788719063
Azad Jammu and Kashmir,Pakistan,7/23/2020,1961,48,1328,585,48.47521831,2.44773075
Balochistan,Pakistan,7/23/2020,11517,136,9585,1796,93.29730514,1.180863072
Gilgit-Baltistan,Pakistan,7/23/2020,1896,45,1498,353,187.0589907,2.373417722
Islamabad,Pakistan,7/23/2020,14722,162,12023,2537,733.6890976,1.1003939679999999
Khyber Pakhtunkhwa,Pakistan,7/23/2020,32753,1158,25713,5882,107.3046617,3.535553995
Punjab,Pakistan,7/23/2020,91129,2100,66802,22227,82.83517604,2.304425594
Sindh,Pakistan,7/23/2020,115213,2060,96226,16927,240.5982485,1.787992674
Azad Jammu and Kashmir,Pakistan,7/24/2020,1989,49,1361,579,49.16736829,2.463549522
Balochistan,Pakistan,7/24/2020,11523,136,9818,1569,93.34591015,1.180248199
Gilgit-Baltistan,Pakistan,7/24/2020,1918,46,1533,339,189.2295064,2.398331595
Islamabad,Pakistan,7/24/2020,14766,162,12023,2581,735.8818921,1.097114994
Khyber Pakhtunkhwa,Pakistan,7/24/2020,32898,1169,26607,5122,107.7797076,3.553407502
Punjab,Pakistan,7/24/2020,91423,2105,68439,20879,83.10241854,2.302484058
Sindh,Pakistan,7/24/2020,115883,2096,100002,13785,241.9974034,1.808720865
Azad Jammu and Kashmir,Pakistan,7/25/2020,2012,49,1409,554,49.73592006,2.435387674
Balochistan,Pakistan,7/25/2020,11550,136,9899,1515,93.56463267,1.177489177
Gilgit-Baltistan,Pakistan,7/25/2020,1942,47,1548,347,191.5973417,2.420185376
Islamabad,Pakistan,7/25/2020,14821,162,12139,2520,738.6228852,1.093043654
Khyber Pakhtunkhwa,Pakistan,7/25/2020,33071,1170,26869,5032,108.3464864,3.537842823
Punjab,Pakistan,7/25/2020,91691,2113,81241,8337,83.34602735,2.304479175
Sindh,Pakistan,7/25/2020,116800,2110,103491,11199,243.912366,1.806506849
Azad Jammu and Kashmir,Pakistan,7/26/2020,2023,49,1435,539,50.00783613,2.422145329
Balochistan,Pakistan,7/26/2020,11578,136,9901,1541,93.79145602,1.174641562
Gilgit-Baltistan,Pakistan,7/26/2020,1952,47,1559,346,192.5839398,2.407786885
Islamabad,Pakistan,7/26/2020,14841,163,12253,2425,739.61961,1.098308739
Khyber Pakhtunkhwa,Pakistan,7/26/2020,33220,1176,27017,5027,108.8346369,3.540036123
Punjab,Pakistan,7/26/2020,91901,2116,81250,8535,83.53691485,2.302477666
Sindh,Pakistan,7/26/2020,117598,2135,104019,11444,245.5788221,1.815507066
Azad Jammu and Kashmir,Pakistan,7/27/2020,2023,49,1435,539,50.00783613,2.422145329
Balochistan,Pakistan,7/27/2020,11578,136,9901,1541,93.79145602,1.174641562
Gilgit-Baltistan,Pakistan,7/27/2020,1952,47,1559,346,192.5839398,2.407786885
Islamabad,Pakistan,7/27/2020,14841,163,12253,2425,739.61961,1.098308739
Khyber Pakhtunkhwa,Pakistan,7/27/2020,33220,1176,27017,5027,108.8346369,3.540036123
Punjab,Pakistan,7/27/2020,91901,2116,81250,8535,83.53691485,2.302477666
Sindh,Pakistan,7/27/2020,117598,2135,104019,11444,245.5788221,1.815507066
Azad Jammu and Kashmir,Pakistan,7/28/2020,2034,49,1449,536,50.27975219,2.409046214
Balochistan,Pakistan,7/28/2020,11601,136,9976,1489,93.9777752,1.172312732
Gilgit-Baltistan,Pakistan,7/28/2020,1989,48,1566,375,196.2343526,2.413273002
Islamabad,Pakistan,7/28/2020,14884,164,12253,2467,741.7625682,1.10185434
Khyber Pakhtunkhwa,Pakistan,7/28/2020,33397,1178,27119,5100,109.4145204,3.527262928
Punjab,Pakistan,7/28/2020,92073,2116,81260,8697,83.6932608,2.298176447
Sindh,Pakistan,7/28/2020,118311,2151,107403,8757,247.0677735,1.818089611
Azad Jammu and Kashmir,Pakistan,7/29/2020,2040,49,1482,509,50.42807004,2.401960784
Balochistan,Pakistan,7/29/2020,11624,136,10023,1465,94.16409438,1.169993118
Gilgit-Baltistan,Pakistan,7/29/2020,2010,48,1613,349,198.3062085,2.388059701
Islamabad,Pakistan,7/29/2020,14938,165,12377,2396,744.4537251,1.104565538
Khyber Pakhtunkhwa,Pakistan,7/29/2020,33510,1180,27196,5134,109.7847286,3.521336914
Punjab,Pakistan,7/29/2020,92279,2125,81265,8889,83.88051235,2.30279912
Sindh,Pakistan,7/29/2020,118824,2162,108480,8182,248.1390666,1.819497745
Azad Jammu and Kashmir,Pakistan,7/30/2020,2055,50,1543,462,50.79886468,2.433090024
Balochistan,Pakistan,7/30/2020,11654,136,10080,1438,94.4071194,1.166981294
Gilgit-Baltistan,Pakistan,7/30/2020,2042,50,1658,334,201.4633222,2.448579824
Islamabad,Pakistan,7/30/2020,14963,165,12377,2421,745.699631,1.102720043
Khyber Pakhtunkhwa,Pakistan,7/30/2020,33724,1186,27724,4814,110.4858307,3.5167833
Punjab,Pakistan,7/30/2020,92452,2133,82512,7807,84.03776729,2.307143166
Sindh,Pakistan,7/30/2020,119398,2172,108989,8237,249.3377456,1.819125949
Azad Jammu and Kashmir,Pakistan,7/31/2020,2065,51,1583,431,51.0460611,2.469733656
Balochistan,Pakistan,7/31/2020,11708,136,10097,1475,94.84456444,1.161598907
Gilgit-Baltistan,Pakistan,7/31/2020,2090,53,1693,344,206.1989929,2.535885167
Islamabad,Pakistan,7/31/2020,14987,165,12377,2445,746.8957007,1.10095416
Khyber Pakhtunkhwa,Pakistan,7/31/2020,33845,1192,28317,4336,110.8822482,3.521938248
Punjab,Pakistan,7/31/2020,92655,2138,82520,7997,84.22229187,2.307484755
Sindh,Pakistan,7/31/2020,120052,2189,109544,8319,250.7034877,1.823376537
Azad Jammu and Kashmir,Pakistan,8/1/2020,2073,54,1639,380,51.24381824,2.604920405
Balochistan,Pakistan,8/1/2020,11732,136,10116,1480,95.03898445,1.159222639
Gilgit-Baltistan,Pakistan,8/1/2020,2105,53,1719,333,207.67889,2.517814727
Islamabad,Pakistan,8/1/2020,15014,165,12494,2355,748.2412792,1.098974291
Khyber Pakhtunkhwa,Pakistan,8/1/2020,33958,1194,28450,4314,111.2524564,3.516108134
Punjab,Pakistan,8/1/2020,92873,2140,82526,8207,84.42045128,2.304221894
Sindh,Pakistan,8/1/2020,120550,2209,110233,8108,251.7434566,1.832434674
Azad Jammu and Kashmir,Pakistan,8/2/2020,2073,54,1639,380,51.24381824,2.604920405
Balochistan,Pakistan,8/2/2020,11732,136,10116,1480,95.03898445,1.159222639
Gilgit-Baltistan,Pakistan,8/2/2020,2105,53,1719,333,207.67889,2.517814727
Islamabad,Pakistan,8/2/2020,15014,165,12494,2355,748.2412792,1.098974291
Khyber Pakhtunkhwa,Pakistan,8/2/2020,33958,1194,28450,4314,111.2524564,3.516108134
Punjab,Pakistan,8/2/2020,92873,2140,82526,8207,84.42045128,2.304221894
Sindh,Pakistan,8/2/2020,120550,2209,110233,8108,251.7434566,1.832434674
Azad Jammu and Kashmir,Pakistan,8/3/2020,2086,54,1642,390,51.56517358,2.588686481
Balochistan,Pakistan,8/3/2020,11762,136,10136,1490,95.28200947,1.156265941
Gilgit-Baltistan,Pakistan,8/3/2020,2157,54,1758,345,212.8091998,2.503477051
Islamabad,Pakistan,8/3/2020,15052,165,12589,2298,750.1350562,1.096199841
Khyber Pakhtunkhwa,Pakistan,8/3/2020,34160,1200,28978,3982,111.91424429999999,3.512880562
Punjab,Pakistan,8/3/2020,93173,2144,82552,8477,84.69314771,2.301095811
Sindh,Pakistan,8/3/2020,121309,2223,110922,8164,253.3284693,1.832510366
Azad Jammu and Kashmir,Pakistan,8/4/2020,2097,54,1731,312,51.83708965,2.575107296
Balochistan,Pakistan,8/4/2020,11777,136,10213,1428,95.40352198,1.154793241
Gilgit-Baltistan,Pakistan,8/4/2020,2198,55,1801,342,216.8542518,2.502274795
Islamabad,Pakistan,8/4/2020,15095,167,12678,2250,752.2780144,1.106326598
Khyber Pakhtunkhwa,Pakistan,8/4/2020,34253,1208,29150,3895,112.2189289,3.526698391
Punjab,Pakistan,8/4/2020,93336,2153,82575,8608,84.84131277,2.306719808
Sindh,Pakistan,8/4/2020,121705,2226,111249,8230,254.1554324,1.829012777
Azad Jammu and Kashmir,Pakistan,8/5/2020,2097,54,1731,312,51.83708965,2.575107296
Balochistan,Pakistan,8/5/2020,11777,136,10213,1428,95.40352198,1.154793241
Gilgit-Baltistan,Pakistan,8/5/2020,2198,55,1801,342,216.8542518,2.502274795
Islamabad,Pakistan,8/5/2020,15095,167,12678,2250,752.2780144,1.106326598
Khyber Pakhtunkhwa,Pakistan,8/5/2020,34253,1208,29150,3895,112.2189289,3.526698391
Punjab,Pakistan,8/5/2020,93336,2153,82575,8608,84.84131277,2.306719808
Sindh,Pakistan,8/5/2020,121705,2226,111249,8230,254.1554324,1.829012777
Azad Jammu and Kashmir,Pakistan,8/6/2020,2105,55,1804,246,52.03484679,2.612826603
Balochistan,Pakistan,8/6/2020,11780,136,10227,1417,95.42782449,1.154499151
Gilgit-Baltistan,Pakistan,8/6/2020,2218,55,1820,343,218.8274479,2.479711452
Islamabad,Pakistan,8/6/2020,15122,167,12732,2223,753.6235929,1.104351276
Khyber Pakhtunkhwa,Pakistan,8/6/2020,34324,1213,29255,3856,112.4515375,3.5339704
Punjab,Pakistan,8/6/2020,93571,2157,85180,6234,85.05492497,2.305201398
Sindh,Pakistan,8/6/2020,122016,2231,113268,6517,254.8048909,1.828448728
Azad Jammu and Kashmir,Pakistan,8/7/2020,2116,55,1836,225,52.30676285,2.599243856
Balochistan,Pakistan,8/7/2020,11793,136,10258,1399,95.53313533,1.15322649
Gilgit-Baltistan,Pakistan,8/7/2020,2234,55,1846,333,220.4060048,2.461951656
Islamabad,Pakistan,8/7/2020,15141,167,12833,2141,754.5704814,1.102965458
Khyber Pakhtunkhwa,Pakistan,8/7/2020,34359,1215,30057,3087,112.5662038,3.536191391
Punjab,Pakistan,8/7/2020,93847,2162,85232,6453,85.30580568,2.30374972
Sindh,Pakistan,8/7/2020,122373,2245,113996,6132,255.5504107,1.834555008
Azad Jammu and Kashmir,Pakistan,8/8/2020,2124,57,1854,213,52.50451999,2.683615819
Balochistan,Pakistan,8/8/2020,11821,137,10267,1417,95.75995868,1.158954403
Gilgit-Baltistan,Pakistan,8/8/2020,2287,55,1861,371,225.6349745,2.404897245
Islamabad,Pakistan,8/8/2020,15182,170,12833,2179,756.6137672,1.119747069
Khyber Pakhtunkhwa,Pakistan,8/8/2020,34432,1219,30681,2532,112.8053648,3.540311338
Punjab,Pakistan,8/8/2020,94040,2164,86085,5791,85.48124039,2.301148447
Sindh,Pakistan,8/8/2020,122759,2250,114518,5991,256.356491,1.832859505
Azad Jammu and Kashmir,Pakistan,8/9/2020,2129,58,1883,188,52.6281182,2.724283701
Balochistan,Pakistan,8/9/2020,11835,137,10304,1394,95.87337036,1.157583439
Gilgit-Baltistan,Pakistan,8/9/2020,2301,55,1887,359,227.0162118,2.390265102
Islamabad,Pakistan,8/9/2020,15214,171,12878,2165,758.2085268,1.123964769
Khyber Pakhtunkhwa,Pakistan,8/9/2020,34539,1222,31447,1870,113.1559158,3.538029474
Punjab,Pakistan,8/9/2020,94223,2166,86240,5817,85.64758521,2.298801779
Sindh,Pakistan,8/9/2020,123246,2259,114965,6022,257.3734886,1.832919527
Azad Jammu and Kashmir,Pakistan,8/10/2020,2134,58,1883,193,52.75171641,2.717900656
Balochistan,Pakistan,8/10/2020,11884,137,10326,1421,96.27031122,1.152810502
Gilgit-Baltistan,Pakistan,8/10/2020,2321,55,1902,364,228.9894079,2.369668246
Islamabad,Pakistan,8/10/2020,15241,171,12914,2156,759.5541052,1.121973624
Khyber Pakhtunkhwa,Pakistan,8/10/2020,34635,1230,31542,1863,113.4704289,3.551320918
Punjab,Pakistan,8/10/2020,94360,2169,86266,5925,85.77211658,2.298643493
Sindh,Pakistan,8/10/2020,123546,2262,115415,5869,257.9999758,1.830896994
Azad Jammu and Kashmir,Pakistan,8/11/2020,2141,58,1883,200,52.9247539,2.709014479
Balochistan,Pakistan,8/11/2020,11906,138,10372,1396,96.44852957,1.159079456
Gilgit-Baltistan,Pakistan,8/11/2020,2334,57,1914,363,230.2719854,2.442159383
Islamabad,Pakistan,8/11/2020,15261,171,12969,2121,760.55083,1.120503244
Khyber Pakhtunkhwa,Pakistan,8/11/2020,34692,1231,31612,1849,113.6571711,3.5483685
Punjab,Pakistan,8/11/2020,94477,2170,86273,6034,85.87846818,2.296855319
Sindh,Pakistan,8/11/2020,123849,2272,115741,5836,258.6327279,1.834492002
Azad Jammu and Kashmir,Pakistan,8/12/2020,2150,59,1915,176,53.14723068,2.744186047
Balochistan,Pakistan,8/12/2020,11921,138,10417,1366,96.57004208,1.157621005
Gilgit-Baltistan,Pakistan,8/12/2020,2371,57,1955,359,233.9223981,2.404048925
Islamabad,Pakistan,8/12/2020,15281,171,12995,2115,761.5475547,1.119036712
Khyber Pakhtunkhwa,Pakistan,8/12/2020,34755,1231,31691,1833,113.8635703,3.541936412
Punjab,Pakistan,8/12/2020,94586,2174,86289,6123,85.97754788,2.298437401
Sindh,Pakistan,8/12/2020,124127,2282,115984,5861,259.2132728,1.838439663
Azad Jammu and Kashmir,Pakistan,8/13/2020,2164,59,1971,134,53.32026818,2.735280482
Balochistan,Pakistan,8/13/2020,12044,138,10458,1448,96.85357127,1.154232185
Gilgit-Baltistan,Pakistan,8/13/2020,2402,58,2002,342,235.007656,2.434928631
Islamabad,Pakistan,8/13/2020,15323,173,13020,2130,762.2950983,1.124476987
Khyber Pakhtunkhwa,Pakistan,8/13/2020,34947,1235,32248,1464,114.2042928,3.542844029
Punjab,Pakistan,8/13/2020,94865,2179,86389,6297,86.09480735,2.29847437
Sindh,Pakistan,8/13/2020,124929,2297,117972,4660,260.1091495,1.83853046
Azad Jammu and Kashmir,Pakistan,8/14/2020,2164,59,1971,134,53.49330567,2.726432532
Balochistan,Pakistan,8/14/2020,12044,138,10458,1448,97.56644466,1.145798738
Gilgit-Baltistan,Pakistan,8/14/2020,2402,58,2002,342,236.9808521,2.414654455
Islamabad,Pakistan,8/14/2020,15323,173,13020,2130,763.6406767,1.129021732
Khyber Pakhtunkhwa,Pakistan,8/14/2020,34947,1235,32248,1464,114.4925965,3.533922797
Punjab,Pakistan,8/14/2020,94865,2179,86389,6297,86.23115556,2.296948295
Sindh,Pakistan,8/14/2020,124929,2297,117972,4660,260.888082,1.83864435
Azad Jammu and Kashmir,Pakistan,8/15/2020,2167,59,1981,127,53.5674646,2.722658053
Balochistan,Pakistan,8/15/2020,12062,138,10461,1463,97.71225967,1.144088874
Gilgit-Baltistan,Pakistan,8/15/2020,2426,60,2050,316,239.3486874,2.473206925
Islamabad,Pakistan,8/15/2020,15342,173,13078,2091,764.5875653,1.127623517
Khyber Pakhtunkhwa,Pakistan,8/15/2020,35021,1236,32317,1468,114.7350337,3.529310985
Punjab,Pakistan,8/15/2020,94993,2180,86404,6409,86.34750604,2.29490594
Sindh,Pakistan,8/15/2020,125289,2307,118924,4058,261.6398667,1.841342815
Azad Jammu and Kashmir,Pakistan,8/16/2020,2179,60,1989,130,53.86410031,2.753556677
Balochistan,Pakistan,8/16/2020,12144,138,10610,1396,98.37652806,1.136363636
Gilgit-Baltistan,Pakistan,8/16/2020,2452,60,2103,289,241.9138424,2.446982055
Islamabad,Pakistan,8/16/2020,15346,173,13100,2073,764.7869102,1.127329597
Khyber Pakhtunkhwa,Pakistan,8/16/2020,35091,1238,32373,1480,114.9643662,3.527970135
Punjab,Pakistan,8/16/2020,95203,2180,86424,6599,86.53839354,2.289843807
Sindh,Pakistan,8/16/2020,125632,2313,119025,4294,262.3561504,1.841091442
Azad Jammu and Kashmir,Pakistan,8/17/2020,2184,60,2002,122,53.98769852,2.747252747
Balochistan,Pakistan,8/17/2020,12295,138,10956,1201,99.59975399,1.122407483
Gilgit-Baltistan,Pakistan,8/17/2020,2502,61,2133,308,246.8468326,2.43804956
Islamabad,Pakistan,8/17/2020,15390,173,13276,1941,766.9797047,1.124106563
Khyber Pakhtunkhwa,Pakistan,8/17/2020,35215,1239,32450,1526,115.3706122,3.518387051
Punjab,Pakistan,8/17/2020,95447,2182,88698,4567,86.76018663,2.286085472
Sindh,Pakistan,8/17/2020,126182,2322,119572,4288,263.5047104,1.840199078
Azad Jammu and Kashmir,Pakistan,8/18/2020,2184,60,2002,122,53.98769852,2.747252747
Balochistan,Pakistan,8/18/2020,12295,138,10956,1201,99.59975399,1.122407483
Gilgit-Baltistan,Pakistan,8/18/2020,2502,61,2133,308,246.8468326,2.43804956
Islamabad,Pakistan,8/18/2020,15390,173,13276,1941,766.9797047,1.124106563
Khyber Pakhtunkhwa,Pakistan,8/18/2020,35215,1239,32450,1526,115.3706122,3.518387051
Punjab,Pakistan,8/18/2020,95447,2182,88698,4567,86.76018663,2.286085472
Sindh,Pakistan,8/18/2020,126182,2322,119572,4288,263.5047104,1.840199078
Azad Jammu and Kashmir,Pakistan,8/19/2020,2199,61,2002,136,54.35849315,2.773988176
Balochistan,Pakistan,8/19/2020,12321,138,11153,1030,99.81037568,1.120038958
Gilgit-Baltistan,Pakistan,8/19/2020,2538,61,2172,305,250.3985856,2.403467297
Islamabad,Pakistan,8/19/2020,15401,175,13430,1796,767.5279033,1.136289851
Khyber Pakhtunkhwa,Pakistan,8/19/2020,35337,1239,32522,1576,115.770306,3.506239918
Punjab,Pakistan,8/19/2020,95611,2185,88861,4565,86.90926068,2.2853019
Sindh,Pakistan,8/19/2020,126425,2331,119849,4245,264.012165,1.843780898
Azad Jammu and Kashmir,Pakistan,8/20/2020,2212,61,2043,108,54.6798485,2.757685353
Balochistan,Pakistan,8/20/2020,12370,139,11241,990,100.2073165,1.123686338
Gilgit-Baltistan,Pakistan,8/20/2020,2565,62,2194,309,253.0624004,2.417153996
Islamabad,Pakistan,8/20/2020,15412,175,13612,1625,768.0761019,1.135478848
Khyber Pakhtunkhwa,Pakistan,8/20/2020,35401,1242,32647,1512,115.9799814,3.50837547
Punjab,Pakistan,8/20/2020,95742,2186,90150,3406,87.02833812,2.283219486
Sindh,Pakistan,8/20/2020,126743,2336,120241,4166,264.6762415,1.843099816
Azad Jammu and Kashmir,Pakistan,8/21/2020,2219,61,2057,101,54.85288599,2.74898603
Balochistan,Pakistan,8/21/2020,12403,139,11273,991,100.4746441,1.120696606
Gilgit-Baltistan,Pakistan,8/21/2020,2583,63,2224,296,254.8382768,2.43902439
Islamabad,Pakistan,8/21/2020,15425,175,13836,1414,768.723973,1.13452188
Khyber Pakhtunkhwa,Pakistan,8/21/2020,35468,1242,32711,1515,116.1994853,3.501748055
Punjab,Pakistan,8/21/2020,95800,2186,90210,3404,87.08105943,2.281837161
Sindh,Pakistan,8/21/2020,127060,2343,120493,4224,265.3382297,1.844010704
Azad Jammu and Kashmir,Pakistan,8/22/2020,2223,61,2066,96,54.95176456,2.744039586
Balochistan,Pakistan,8/22/2020,12424,139,11294,991,100.6447616,1.118802318
