Province_State,Country_Region,Last_Update,Total_Confirmed_Cases,Deaths,Recovered,Active_Cases,Incidence_Rate,Case-Fatality_Ratio
Azad Jammu and Kashmir,Pakistan,12/7/2020,7356,181,5698,1477,181.8376879,2.4605764
Balochistan,Pakistan,12/7/2020,17466,169,16736,561,141.4891666,0.967594183
Gilgit-Baltistan,Pakistan,12/7/2020,4732,98,4482,152,466.8581982,2.071005917
Islamabad,Pakistan,12/7/2020,32816,341,26396,6079,1635.42599,1.039127255
Khyber Pakhtunkhwa,Pakistan,12/7/2020,49676,1413,44253,4010,162.7474239,2.844431919
Punjab,Pakistan,12/7/2020,123762,3177,99396,21189,112.4981845,2.567023804
Sindh,Pakistan,12/7/2020,184486,3019,159581,21886,385.2604175,1.636438537
Azad Jammu and Kashmir,Pakistan,12/8/2020,7390,182,5752,1456,182.6781557,2.462787551
Balochistan,Pakistan,12/8/2020,17501,169,16805,527,141.7726958,0.965659105
Gilgit-Baltistan,Pakistan,12/8/2020,4746,98,4482,166,468.2394355,2.064896755
Islamabad,Pakistan,12/8/2020,33061,341,26603,6117,1647.635869,1.031426757
Khyber Pakhtunkhwa,Pakistan,12/8/2020,50078,1419,44289,4370,164.0644475,2.833579616
Punjab,Pakistan,12/8/2020,124191,3218,111610,9363,112.8881404,2.591170053
Sindh,Pakistan,12/8/2020,186212,3060,160933,22219,388.8648074,1.643288295
Azad Jammu and Kashmir,Pakistan,12/9/2020,7427,182,5829,1416,183.5927825,2.450518379
Balochistan,Pakistan,12/9/2020,17540,170,16857,513,142.0886283,0.969213227
Gilgit-Baltistan,Pakistan,12/9/2020,4761,98,4503,160,469.7193326,2.058391094
Islamabad,Pakistan,12/9/2020,33420,345,26795,6280,1665.527078,1.032315978
Khyber Pakhtunkhwa,Pakistan,12/9/2020,50506,1429,44526,4551,165.4666518,2.829366808
Punjab,Pakistan,12/9/2020,124804,3242,111720,9842,113.4453501,2.597673152
Sindh,Pakistan,12/9/2020,187684,3081,162041,22562,391.9387715,1.641589054
Azad Jammu and Kashmir,Pakistan,12/10/2020,7517,183,5912,1422,185.8175503,2.434481841
Balochistan,Pakistan,12/10/2020,17604,171,16910,523,142.6070817,0.971370143
Gilgit-Baltistan,Pakistan,12/10/2020,4765,98,4511,156,470.1139718,2.056663169
Islamabad,Pakistan,12/10/2020,33695,348,27003,6344,1679.232044,1.032794183
Khyber Pakhtunkhwa,Pakistan,12/10/2020,50762,1439,44633,4690,166.3053534,2.834797683
Punjab,Pakistan,12/10/2020,125250,3265,111840,10145,113.8507588,2.606786427
Sindh,Pakistan,12/10/2020,189687,3099,163492,23096,396.121618,1.63374401
Azad Jammu and Kashmir,Pakistan,12/11/2020,7578,186,6008,1384,187.3254484,2.454473476
Balochistan,Pakistan,12/11/2020,17650,173,16960,517,142.97972,0.980169972
Gilgit-Baltistan,Pakistan,12/11/2020,4770,98,4539,133,470.6072708,2.054507338
Islamabad,Pakistan,12/11/2020,34014,353,27205,6456,1695.129803,1.037807961
Khyber Pakhtunkhwa,Pakistan,12/11/2020,51172,1450,45129,4593,167.6485864,2.833580865
Punjab,Pakistan,12/11/2020,125897,3284,114647,7966,114.4388741,2.608481536
Sindh,Pakistan,12/11/2020,191246,3109,164604,23533,399.3772633,1.625654916
Azad Jammu and Kashmir,Pakistan,12/12/2020,7620,188,6065,1367,188.3636734,2.467191601
Balochistan,Pakistan,12/12/2020,17696,173,16982,541,143.3523584,0.977622061
Gilgit-Baltistan,Pakistan,12/12/2020,4775,98,4546,131,471.1005699,2.052356021
Islamabad,Pakistan,12/12/2020,34300,358,27617,6325,1709.382968,1.043731778
Khyber Pakhtunkhwa,Pakistan,12/12/2020,51404,1455,45672,4277,168.4086597,2.830519026
Punjab,Pakistan,12/12/2020,126526,3320,114860,8346,115.0106276,2.623966616
Sindh,Pakistan,12/12/2020,192735,3132,165466,24137,402.4867283,1.625029185
Azad Jammu and Kashmir,Pakistan,12/13/2020,7663,191,6156,1316,189.426618,2.492496411
Balochistan,Pakistan,12/13/2020,17737,175,16997,565,143.6844926,0.986638101
Gilgit-Baltistan,Pakistan,12/13/2020,4783,99,4559,125,471.8898483,2.06983065
Islamabad,Pakistan,12/13/2020,34579,368,28020,6191,1723.287278,1.064229735
Khyber Pakhtunkhwa,Pakistan,12/13/2020,52092,1463,45866,4763,170.6626703,2.808492667
Punjab,Pakistan,12/13/2020,127212,3351,114910,8951,115.6341934,2.634185454
Sindh,Pakistan,12/13/2020,194359,3149,166492,24718,405.8781126,1.620197675
Azad Jammu and Kashmir,Pakistan,12/14/2020,7719,191,6245,1283,190.810918,2.474413784
Balochistan,Pakistan,12/14/2020,17745,175,17059,511,143.7492993,0.986193294
Gilgit-Baltistan,Pakistan,12/14/2020,4791,99,4563,129,472.6791267,2.066374452
Islamabad,Pakistan,12/14/2020,34840,371,28245,6224,1736.294536,1.064867968
Khyber Pakhtunkhwa,Pakistan,12/14/2020,52449,1473,46266,4710,171.8322658,2.808442487
Punjab,Pakistan,12/14/2020,127541,3365,114998,9178,115.9332505,2.63836727
Sindh,Pakistan,12/14/2020,195702,3158,167343,25201,408.6826872,1.613677939
Azad Jammu and Kashmir,Pakistan,12/15/2020,7750,191,6321,1238,191.5772269,2.464516129
Balochistan,Pakistan,12/15/2020,17771,175,17092,504,143.959921,0.984750436
Gilgit-Baltistan,Pakistan,12/15/2020,4793,99,4583,111,472.8764464,2.065512205
Islamabad,Pakistan,12/15/2020,35045,377,28480,6188,1746.510965,1.075759737
Khyber Pakhtunkhwa,Pakistan,12/15/2020,52787,1477,46350,4960,172.939614,2.798037396
Punjab,Pakistan,12/15/2020,128138,3422,115298,9418,116.4759164,2.670558304
Sindh,Pakistan,12/15/2020,196962,3164,168209,25589,411.3139336,1.606401235
Azad Jammu and Kashmir,Pakistan,12/16/2020,7771,193,6404,1174,192.0963394,2.483592845
Balochistan,Pakistan,12/16/2020,17796,176,17188,432,144.1624418,0.988986289
